project_id	accession_id	species	cell	mate_id	pair_id	label	readType	file_type	qualities	mapper	mismatches	file_location	annotation	annotation_version	annotation_url	genome	genome_version	genome_url	dataType	rnaExtract	localization	replicate	lab	type
CLL	C434c	Homo sapiens	B Lymphocyte	C434.1	C434	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C05MPACXX/C05MPACXX_4_15_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	3	CNAG	fastq
CLL	C434c	Homo sapiens	B Lymphocyte	C434.2	C434	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C05MPACXX/C05MPACXX_4_15_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	3	CNAG	fastq
CLL	C434b	Homo sapiens	B Lymphocyte	C434.1	C434	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_4_15_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	C434b	Homo sapiens	B Lymphocyte	C434.2	C434	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_4_15_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	018TR76	Homo sapiens	B Lymphocyte	018TR.1	018TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/018TR76.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	018TR76	Homo sapiens	B Lymphocyte	018TR.2	018TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/018TR76.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	171TR76	Homo sapiens	B Lymphocyte	171TR.1	171TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_6_11_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	171TR76	Homo sapiens	B Lymphocyte	171TR.2	171TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_6_11_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	039TR76	Homo sapiens	B Lymphocyte	039TR.1	039TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/039TR76.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	039TR76	Homo sapiens	B Lymphocyte	039TR.2	039TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/039TR76.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	023TR76	Homo sapiens	B Lymphocyte	023TR.1	023TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/023TR76.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	023TR76	Homo sapiens	B Lymphocyte	023TR.2	023TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/023TR76.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	136TR76	Homo sapiens	B Lymphocyte	136TR.1	136TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/D030UACXX_8_6_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	136TR76	Homo sapiens	B Lymphocyte	136TR.2	136TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/D030UACXX_8_6_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	174TR76	Homo sapiens	B Lymphocyte	174TR.1	174TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_7_2_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	174TR76	Homo sapiens	B Lymphocyte	174TR.2	174TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_7_2_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	C433c	Homo sapiens	B Lymphocyte	C433.1	C433	ControlMemMD	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C05MPACXX/C05MPACXX_3_14_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	3	CNAG	fastq
CLL	C433c	Homo sapiens	B Lymphocyte	C433.2	C433	ControlMemMD	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C05MPACXX/C05MPACXX_3_14_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	3	CNAG	fastq
CLL	618TR76	Homo sapiens	B Lymphocyte	618TR.1	618TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012/C01BRACXX/C01BRACXX_7_11_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	618TR76	Homo sapiens	B Lymphocyte	618TR.2	618TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012/C01BRACXX/C01BRACXX_7_11_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	CA1N76	Homo sapiens	B Lymphocyte	CA1N.1	CA1N	Normal	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/CA176.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	CA1N76	Homo sapiens	B Lymphocyte	CA1N.2	CA1N	Normal	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/CA176.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	053TR76	Homo sapiens	B Lymphocyte	053TR.1	053TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/D030UACXX_7_2_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	053TR76	Homo sapiens	B Lymphocyte	053TR.2	053TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/D030UACXX_7_2_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	027TR76	Homo sapiens	B Lymphocyte	027TR.1	027TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/027TR76.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	027TR76	Homo sapiens	B Lymphocyte	027TR.2	027TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/027TR76.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	282TR76	Homo sapiens	B Lymphocyte	282TR.1	282TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_1_1_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	282TR76	Homo sapiens	B Lymphocyte	282TR.2	282TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_1_1_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	159TR76	Homo sapiens	B Lymphocyte	159TR.1	159TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_5_11_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	159TR76	Homo sapiens	B Lymphocyte	159TR.2	159TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_5_11_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	680TR76	Homo sapiens	B Lymphocyte	680TR.1	680TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012/C01BRACXX/C01BRACXX_7_12_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	680TR76	Homo sapiens	B Lymphocyte	680TR.2	680TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012/C01BRACXX/C01BRACXX_7_12_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	274TR76	Homo sapiens	B Lymphocyte	274TR.1	274TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_1_4_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	274TR76	Homo sapiens	B Lymphocyte	274TR.2	274TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_1_4_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	267TR76	Homo sapiens	B Lymphocyte	267TR.1	267TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_5_2_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	267TR76	Homo sapiens	B Lymphocyte	267TR.2	267TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_5_2_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
