project_id	accession_id	species	cell	mate_id	pair_id	label	readType	read_length	file_type	qualities	mapper	mismatches	file_location	annotation	annotation_version	annotation_url	genome	genome_version	genome_url	dataType	rnaExtract	localization	replicate	lab	type
QBtau	H2921lvr1	Bos taurus	Liver	H2921lvr1	H2921lvr1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2921.LVR.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2955lvr1	Bos taurus	Liver	L2955lvr1	L2955lvr1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2955.LVR.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2955lvr2	Bos taurus	Liver	L2955lvr2	L2955lvr2	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2955.LVR.02.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2759rem1	Bos taurus	rem_muscle	L2759rem1	L2759rem1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2759.REM.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2482sin1	Bos taurus	small_intestine	H2482sin1	H2482sin1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2482.SIN.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2512rem1	Bos taurus	rem_muscle	L2512rem1	L2512rem1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2512.REM.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2955rem1	Bos taurus	rem_muscle	L2955rem1	L2955rem1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2955.REM.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2921sin1	Bos taurus	small_intestine	H2921sin1	H2921sin1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2921.SIN.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2482lvr1	Bos taurus	Liver	H2482lvr1	H2482lvr1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2482.LVR.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2759lvr1	Bos taurus	Liver	L2759lvr1	L2759lvr1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2759.LVR.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2955sin1	Bos taurus	small_intestine	L2955sin1	L2955sin1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2955.SIN.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2512sin1	Bos taurus	small_intestine	L2512sin1	L2512sin1	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2512.SIN.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2512sin2	Bos taurus	small_intestine	L2512sin2	L2512sin2	Low	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2512.SIN.02.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2482rem1	Bos taurus	rem_muscle	H2482rem1	H2482rem1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2482.REM.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H1692rem1	Bos taurus	rem_muscle	H1692rem1	H1692rem1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/1692.REM.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2921rem1	Bos taurus	rem_muscle	H2921rem1	H2921rem1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/2921.REM.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H1688sin1	Bos taurus	small_intestine	H1688sin1	H1688sin1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/1688.SIN.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H1692lvr1	Bos taurus	Liver	H1692lvr1	H1692lvr1	High	1x80	80	fastq	solexa	GEM	2	/users/rg/dkedra/seqOUT/B.taurus.US/1692.LVR.01.1.nf.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_1_2937.1	H_1_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2937.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_1_2937.2	H_1_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2937.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_2_2937.1	H_2_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2937.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_2_2937.2	H_2_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2937.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_3_2937.1	H_3_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2937.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_3_2937.2	H_3_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2937.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_4_2937.1	H_4_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2937.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_4_2937.2	H_4_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2937.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_5_2937.1	H_5_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2937.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	H2937	Bos taurus	Liver	H_5_2937.2	H_5_2937	High	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2937.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2793	Bos taurus	Liver	L_1_2793.1	L_1_2793	Low	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2793.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2793	Bos taurus	Liver	L_1_2793.2	L_1_2793	Low	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2793.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2793	Bos taurus	Liver	L_2_2793.1	L_2_2793	Low	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2793.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2793	Bos taurus	Liver	L_2_2793.2	L_2_2793	Low	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2793.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2793	Bos taurus	Liver	L_3_2793.1	L_3_2793	Low	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2793.fsq.r_1.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
QBtau	L2793	Bos taurus	Liver	L_3_2793.2	L_3_2793	Low	2x96	96	fastq	phred	GEM	2	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2793.fsq.r_2.fastq.gz	/users/rg/dkedra/Reference/Annotation/B.taurus/Bos_taurus.UMD3.1.65.gtf	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	/users/rg/dkedra/Reference/Genome/B.taurus/Btau.UMD3.1.65.genome.fa	UMD3	http://www.cbcb.umd.edu/research/bos_taurus_assembly.shtml	RnaSeq	longPolyA	cell	1	Guigo(CRG)	fastq
