project_id	accession_id	species	cell	mate_id	pair_id	label	readType	read_length	file_type	qualities	file_location	dataType	rnaExtract	localization	replicate	lab	view	type
QBtau80	H2921sin1	Bos taurus	small_intestine	H2921sin1	H2921sin1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2921.SIN.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	H2482lvr1	Bos taurus	Liver	H2482lvr1	H2482lvr1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2482.LVR.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	L2759lvr1	Bos taurus	Liver	L2759lvr1	L2759lvr1	Low	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2759.LVR.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	L2955sin1	Bos taurus	small_intestine	L2955sin1	L2955sin1	Low	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2955.SIN.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	L2512sin1	Bos taurus	small_intestine	L2512sin1	L2512sin1	Low	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2512.SIN.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	L2512sin2	Bos taurus	small_intestine	L2512sin2	L2512sin2	Low	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2512.SIN.02.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	H2482rem1	Bos taurus	rem_muscle	H2482rem1	H2482rem1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2482.REM.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	H1692rem1	Bos taurus	rem_muscle	H1692rem1	H1692rem1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/1692.REM.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	H2921rem1	Bos taurus	rem_muscle	H2921rem1	H2921rem1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/2921.REM.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	H1688sin1	Bos taurus	small_intestine	H1688sin1	H1688sin1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/1688.SIN.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
QBtau80	H1692lvr1	Bos taurus	Liver	H1692lvr1	H1692lvr1	High	1x80	80	fastq	solexa	/users/rg/dkedra/seqOUT/B.taurus.US/1692.LVR.01.1.nf.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	RawData	fastq
StemCellsKeyes	K15t6mo	Mus musculus	Stem	K156mo.1	K156mo	6min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane7.K15-6mo_read1_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd1	fastq
StemCellsKeyes	K15t6mo	Mus musculus	Stem	K156mo.2	K156mo	6min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane7.K15-6mo_read2_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd2	fastq
StemCellsKeyes	K15t1m	Mus musculus	Stem	K151m.1	K151m	1min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane8.K15-1m_read1_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd1	fastq
StemCellsKeyes	K15t1m	Mus musculus	Stem	K151m.2	K151m	1min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane8.K15-1m_read2_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd2	fastq
StemCellsKeyes	K15t3m	Mus musculus	Stem	K153m.1	K153m	3min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane8.K15-3m_read1_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd1	fastq
StemCellsKeyes	K15t3m	Mus musculus	Stem	K153m.2	K153m	3min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane8.K15-3m_read2_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd2	fastq
StemCellsKeyes	K15t12mo	Mus musculus	Stem	K1512mo.1	K1512mo	12min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane7.K15-12mo_read1_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd1	fastq
StemCellsKeyes	K15t12mo	Mus musculus	Stem	K1512mo.2	K1512mo	12min	2x46	46	fastq	phred	/users/rg/dgonzalez/Projects/KeyesData/data/fastq/lane7.K15-12mo_read2_qseq.filtered.fastq.gz	RNASeq	longPolyA	cell	1	Keyes	FastqRd2	fastq
HBM7	16T_polyA_Norm_S100	Homo sapiens	TISSUEMIX	16T_polyA_Norm_S100_5	16T_polyA_Norm_S100_5	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyANorm/readData/b_4_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd1	fastq
HBM7	16T_polyA_Norm_S100	Homo sapiens	TISSUEMIX	16T_polyA_Norm_S100_4	16T_polyA_Norm_S100_4	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyANorm/readData/b_3_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd2	fastq
HBM7	16T_polyA_Norm_S100	Homo sapiens	TISSUEMIX	16T_polyA_Norm_S100_3	16T_polyA_Norm_S100_3	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyANorm/readData/a_6_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd3	fastq
HBM7	16T_polyA_Norm_S100	Homo sapiens	TISSUEMIX	16T_polyA_Norm_S100_2	16T_polyA_Norm_S100_2	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyANorm/readData/a_5_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd4	fastq
HBM7	16T_polyA_Norm_S100	Homo sapiens	TISSUEMIX	16T_polyA_Norm_S100_1	16T_polyA_Norm_S100_1	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyANorm/readData/a_4_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd5	fastq
HBM7	16T_polyA_NA_S100	Homo sapiens	TISSUEMIX	16T_polyA_NA_S100_3	16T_polyA_NA_S100_3	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyA/readData/a_3_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd1	fastq
HBM7	16T_polyA_NA_S100	Homo sapiens	TISSUEMIX	16T_polyA_NA_S100_4	16T_polyA_NA_S100_4	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyA/readData/b_1_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd2	fastq
HBM7	16T_polyA_NA_S100	Homo sapiens	TISSUEMIX	16T_polyA_NA_S100_5	16T_polyA_NA_S100_5	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyA/readData/b_2_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd3	fastq
HBM7	16T_polyA_NA_S100	Homo sapiens	TISSUEMIX	16T_polyA_NA_S100_1	16T_polyA_NA_S100_1	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyA/readData/a_1_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd4	fastq
HBM7	16T_polyA_NA_S100	Homo sapiens	TISSUEMIX	16T_polyA_NA_S100_2	16T_polyA_NA_S100_2	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_polyA/readData/a_2_sequence.clipped.fastq.gz	dataType	LONGPOLYA	CELL	1	lab	FastqRd5	fastq
HBM7	16T_total_RiboFree_S100	Homo sapiens	TISSUEMIX	16T_total RiboFree_S100_1	16T_total RiboFree_S100_1	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_RiboFreeNorm/readData/a_7_sequence.clipped.fastq.gz	dataType	TOTAL	CELL	1	lab	FastqRd1	fastq
HBM7	16T_total_RiboFree_S100	Homo sapiens	TISSUEMIX	16T_total RiboFree_S100_3	16T_total RiboFree_S100_3	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_RiboFreeNorm/readData/b_5_sequence.clipped.fastq.gz	dataType	TOTAL	CELL	1	lab	FastqRd2	fastq
HBM7	16T_total_RiboFree_S100	Homo sapiens	TISSUEMIX	16T_total RiboFree_S100_4	16T_total RiboFree_S100_4	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_RiboFreeNorm/readData/b_6_sequence.clipped.fastq.gz	dataType	TOTAL	CELL	1	lab	FastqRd3	fastq
HBM7	16T_total_RiboFree_S100	Homo sapiens	TISSUEMIX	16T_total RiboFree_S100_6	16T_total RiboFree_S100_6	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_RiboFreeNorm/readData/b_8_sequence.clipped.fastq.gz	dataType	TOTAL	CELL	1	lab	FastqRd4	fastq
HBM7	16T_total_RiboFree_S100	Homo sapiens	TISSUEMIX	16T_total RiboFree_S100_5	16T_total RiboFree_S100_5	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_RiboFreeNorm/readData/b_7_sequence.clipped.fastq.gz	dataType	TOTAL	CELL	1	lab	FastqRd5	fastq
HBM7	16T_total_RiboFree_S100	Homo sapiens	TISSUEMIX	16T_total RiboFree_S100_2	16T_total RiboFree_S100_2	mix	100	100	fastq	phred	/users/rg/projects/NGS/Projects/IlluminaHumanBodyMap/Mapping/HBM_16T_RiboFreeNorm/readData/a_8_sequence.clipped.fastq.gz	dataType	TOTAL	CELL	1	lab	FastqRd6	fastq
QCele40	EmbryocrgL3	Caenorhabditis elegans	totalworm	EmbryocrgL2.1	EmbryocrgL2	EmbryoCRG	2x40	40	fastq	phred	/users/rg/dkedra/seqOUT/C.elegans/fastq/lane3_Embry_totRNA.nf_1.fastq.gz	RnaSeq	totalRNA	cell	1	Guigo(CRG)	FastqRd1	fastq
QCele40	EmbryocrgL3	Caenorhabditis elegans	totalworm	EmbryocrgL2.2	EmbryocrgL2	EmbryoCRG	2x40	40	fastq	phred	/users/rg/dkedra/seqOUT/C.elegans/fastq/lane3_Embry_totRNA.nf_2.fastq.gz	RnaSeq	totalRNA	cell	1	Guigo(CRG)	FastqRd2	fastq
QCele40	AdultcrgL2	Caenorhabditis elegans	totalworm	AdultcrgL2.1	AdultcrgL2	AdultCRG	2x40	40	fastq	phred	/users/rg/dkedra/seqOUT/C.elegans/fastq/lane2_Adult_totRNA.nf_1.fastq.gz	RnaSeq	totalRNA	cell	1	Guigo(CRG)	FastqRd1	fastq
QCele40	AdultcrgL2	Caenorhabditis elegans	totalworm	AdultcrgL2.2	AdultcrgL2	AdultCRG	2x40	40	fastq	phred	/users/rg/dkedra/seqOUT/C.elegans/fastq/lane2_Adult_totRNA.nf_2.fastq.gz	RnaSeq	totalRNA	cell	1	Guigo(CRG)	FastqRd2	fastq
QCele40	L4crgL1	Caenorhabditis elegans	totalworm	L4crgL1.1	L4crgL1	L4CRG	2x40	40	fastq	phred	/users/rg/dkedra/seqOUT/C.elegans/fastq/lane1_L4sta_totRNA.nf_1.fastq.gz	RnaSeq	totalRNA	cell	1	Guigo(CRG)	FastqRd1	fastq
QCele40	L4crgL1	Caenorhabditis elegans	totalworm	L4crgL1.2	L4crgL1	L4CRG	2x40	40	fastq	phred	/users/rg/dkedra/seqOUT/C.elegans/fastq/lane1_L4sta_totRNA.nf_2.fastq.gz	RnaSeq	totalRNA	cell	1	Guigo(CRG)	FastqRd2	fastq
Fantom5	NCig10068	Homo sapiens	UNKNOWN	NCig10068.5prime	NCig10068	NCig10068	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10068/cleaned/5prime/NCig10068.10424-106D1.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10068	Homo sapiens	UNKNOWN	NCig10068.3prime	NCig10068	NCig10068	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10068/cleaned/3prime/NCig10068.10424-106D1.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
Fantom5	NCig10063	Homo sapiens	UNKNOWN	NCig10063.5prime	NCig10063	NCig10063	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10063/cleaned/5prime/NCig10063.10552-107I3.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10063	Homo sapiens	UNKNOWN	NCig10063.3prime	NCig10063	NCig10063	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10063/cleaned/3prime/NCig10063.10552-107I3.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
Fantom5	NCig10062	Homo sapiens	UNKNOWN	NCig10062.5prime	NCig10062	NCig10062	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10062/cleaned/5prime/NCig10062.10508-107D4.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10062	Homo sapiens	UNKNOWN	NCig10062.3prime	NCig10062	NCig10062	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10062/cleaned/3prime/NCig10062.10508-107D4.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
Fantom5	NCig10065	Homo sapiens	UNKNOWN	NCig10065.5prime	NCig10065	NCig10065	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10065/cleaned/5prime/NCig10065.10410-106B5.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10065	Homo sapiens	UNKNOWN	NCig10065.3prime	NCig10065	NCig10065	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10065/cleaned/3prime/NCig10065.10410-106B5.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
Fantom5	NCig10064	Homo sapiens	UNKNOWN	NCig10064.5prime	NCig10064	NCig10064	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10064/cleaned/5prime/NCig10064.10558-107I9.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10064	Homo sapiens	UNKNOWN	NCig10064.3prime	NCig10064	NCig10064	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10064/cleaned/3prime/NCig10064.10558-107I9.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
Fantom5	NCig10067	Homo sapiens	UNKNOWN	NCig10067.5prime	NCig10067	NCig10067	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10067/cleaned/5prime/NCig10067.10474-106I6.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10067	Homo sapiens	UNKNOWN	NCig10067.3prime	NCig10067	NCig10067	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10067/cleaned/3prime/NCig10067.10474-106I6.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
Fantom5	NCig10066	Homo sapiens	UNKNOWN	NCig10066.5prime	NCig10066	NCig10066	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10066/cleaned/5prime/NCig10066.10441-106E9.GCTATA.5prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd1	fastq
Fantom5	NCig10066	Homo sapiens	UNKNOWN	NCig10066.3prime	NCig10066	NCig10066	2x36	36	fastq	phred	/users/rg/projects/fantom5/CAGEscan_MappingApproachComparison/Data/NCig10066/cleaned/3prime/NCig10066.10441-106E9.GCTATA.3prime.fastq.gz	dataType	UNKNOWN	UNKNOWN	1	Riken	FastqRd2	fastq
QBtau96	H2937	Bos taurus	Liver	H_1_2937.1	H_1_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2937.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	H2937	Bos taurus	Liver	H_1_2937.2	H_1_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2937.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	H2937	Bos taurus	Liver	H_2_2937.1	H_2_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2937.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	H2937	Bos taurus	Liver	H_2_2937.2	H_2_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2937.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	H2937	Bos taurus	Liver	H_3_2937.1	H_3_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2937.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	H2937	Bos taurus	Liver	H_3_2937.2	H_3_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2937.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	H2937	Bos taurus	Liver	H_4_2937.1	H_4_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2937.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	H2937	Bos taurus	Liver	H_4_2937.2	H_4_2937	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2937.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
